lead_id,customer_id,lead_date,channel,campaign_id,message_type,attempted,connected,contracted,policy_id,contract_date,premium
L20251029_334925,U10334925,2025-10-29,naver,NA_C02,SA,1,1,1,P20251103_913771,2025-11-03,51163
L20250806_213934,U10213934,2025-08-06,kakao,KA_C04,SA,1,0,0,,,0
L20250823_247587,U10247587,2025-08-23,meta,ME_C02,DA,1,0,0,,,0
L20251019_012592,U10012592,2025-10-19,google,GO_C01,DA,1,1,0,,,0
L20251029_163041,U10163041,2025-10-29,google,GO_C05,SA,0,0,0,,,0
L20251231_072394,U10072394,2025-12-31,google,GO_C02,SA,1,1,0,,,0
L20250911_344514,U10344514,2025-09-11,naver,NA_C03,DA,0,0,0,,,0
L20251203_224875,U10224875,2025-12-03,kakao,KA_C05,SA,0,0,0,,,0
L20251222_166494,U10166494,2025-12-22,google,GO_C05,SA,0,0,0,,,0
L20251129_319872,U10319872,2025-11-29,naver,NA_C02,DA,0,0,0,,,0
L20251204_338148,U10338148,2025-12-04,naver,NA_C02,SA,0,0,0,,,0
L20250822_234577,U10234577,2025-08-22,meta,ME_C01,DA,1,1,1,P20250905_590722,2025-09-05,41887
L20251007_037216,U10037216,2025-10-07,google,GO_C01,SA,1,0,0,,,0
L20250916_445798,U10445798,2025-09-16,toss,TO_C05,SA,1,1,1,P20250926_237110,2025-09-26,63229
L20250817_002502,U10002502,2025-08-17,google,GO_C01,DA,0,0,0,,,0
L20260112_026661,U10026661,2026-01-12,google,GO_C01,DA,1,1,1,P20260123_349982,2026-01-23,59359
L20251227_140236,U10140236,2025-12-27,google,GO_C04,SA,0,0,0,,,0
L20250813_143104,U10143104,2025-08-13,google,GO_C05,DA,1,0,0,,,0
L20251231_246163,U10246163,2025-12-31,meta,ME_C01,SA,0,0,0,,,0
L20250902_005243,U10005243,2025-09-02,google,GO_C01,DA,0,0,0,,,0
L20250805_074373,U10074373,2025-08-05,google,GO_C03,DA,0,0,0,,,0
L20251111_281786,U10281786,2025-11-11,meta,ME_C06,DA,0,0,0,,,0
L20251215_060874,U10060874,2025-12-15,google,GO_C02,DA,0,0,0,,,0
L20251219_273798,U10273798,2025-12-19,meta,ME_C05,DA,1,1,0,,,0
L20250928_205805,U10205805,2025-09-28,kakao,KA_C03,DA,1,0,0,,,0
L20250807_207908,U10207908,2025-08-07,kakao,KA_C03,SA,0,0,0,,,0
L20250829_065652,U10065652,2025-08-29,google,GO_C02,SA,0,0,0,,,0
L20251130_152183,U10152183,2025-11-30,google,GO_C05,DA,1,1,1,P20251223_307632,2025-12-23,43994
L20251204_238859,U10238859,2025-12-04,meta,ME_C01,DA,1,1,0,,,0
L20251029_014286,U10014286,2025-10-29,google,GO_C01,DA,0,0,0,,,0
L20251023_272350,U10272350,2025-10-23,meta,ME_C05,DA,1,0,0,,,0
L20250904_266284,U10266284,2025-09-04,meta,ME_C04,SA,0,0,0,,,0
L20260113_179003,U10179003,2026-01-13,google,GO_C06,DA,0,0,0,,,0
L20251204_209560,U10209560,2025-12-04,kakao,KA_C03,SA,1,1,0,,,0
L20260113_456793,U10456793,2026-01-13,toss,TO_C06,SA,0,0,0,,,0
L20251212_347083,U10347083,2025-12-12,naver,NA_C03,DA,0,0,0,,,0
L20250813_432979,U10432979,2025-08-13,toss,TO_C03,SA,1,1,1,P20250827_264825,2025-08-27,66448
L20250917_377029,U10377029,2025-09-17,naver,NA_C05,DA,0,0,0,,,0
L20250825_397547,U10397547,2025-08-25,naver,NA_C06,DA,0,0,0,,,0
L20260108_258725,U10258725,2026-01-08,meta,ME_C03,SA,1,0,0,,,0
L20251015_236758,U10236758,2025-10-15,meta,ME_C01,DA,1,1,1,P20251109_226645,2025-11-09,61345
L20251107_058115,U10058115,2025-11-07,google,GO_C02,DA,1,1,1,P20251202_522130,2025-12-02,58834
L20260104_048311,U10048311,2026-01-04,google,GO_C01,SA,0,0,0,,,0
L20260127_265268,U10265268,2026-01-27,meta,ME_C04,DA,0,0,0,,,0
L20250817_052255,U10052255,2025-08-17,google,GO_C02,DA,0,0,0,,,0
L20251202_090426,U10090426,2025-12-02,google,GO_C03,DA,0,0,0,,,0
L20250914_300438,U10300438,2025-09-14,naver,NA_C01,SA,1,1,0,,,0
L20250918_398759,U10398759,2025-09-18,naver,NA_C06,DA,0,0,0,,,0
L20251001_055258,U10055258,2025-10-01,google,GO_C02,DA,1,0,0,,,0
L20250801_131493,U10131493,2025-08-01,google,GO_C04,SA,0,0,0,,,0
L20251117_224506,U10224506,2025-11-17,kakao,KA_C05,SA,1,0,0,,,0
L20250920_291763,U10291763,2025-09-20,naver,NA_C01,DA,0,0,0,,,0
L20250909_006305,U10006305,2025-09-09,google,GO_C01,DA,0,0,0,,,0
L20251102_335293,U10335293,2025-11-02,naver,NA_C02,SA,1,0,0,,,0
L20250922_311915,U10311915,2025-09-22,naver,NA_C02,DA,0,0,0,,,0
L20251003_446153,U10446153,2025-10-03,toss,TO_C05,SA,0,0,0,,,0
L20251007_254941,U10254941,2025-10-07,meta,ME_C03,DA,0,0,0,,,0
L20251011_083092,U10083092,2025-10-11,google,GO_C03,DA,0,0,0,,,0
L20250827_119069,U10119069,2025-08-27,google,GO_C04,DA,0,0,0,,,0
L20260109_405185,U10405185,2026-01-09,naver,NA_C06,DA,1,1,1,P20260127_846709,2026-01-27,45696
L20250911_054021,U10054021,2025-09-11,google,GO_C02,DA,1,1,1,P20251002_179106,2025-10-02,61729
L20250907_194931,U10194931,2025-09-07,kakao,KA_C01,SA,1,1,1,P20250912_510928,2025-09-12,44053
L20250828_344063,U10344063,2025-08-28,naver,NA_C03,DA,1,1,0,,,0
L20250826_077168,U10077168,2025-08-26,google,GO_C03,DA,0,0,0,,,0
L20251019_368556,U10368556,2025-10-19,naver,NA_C04,SA,1,0,0,,,0
L20260109_096089,U10096089,2026-01-09,google,GO_C03,DA,0,0,0,,,0
L20251217_225224,U10225224,2025-12-17,kakao,KA_C05,SA,0,0,0,,,0
L20250809_274961,U10274961,2025-08-09,meta,ME_C05,SA,0,0,0,,,0
L20260102_425577,U10425577,2026-01-02,toss,TO_C02,DA,1,1,1,P20260120_682523,2026-01-20,60076
L20260115_168089,U10168089,2026-01-15,google,GO_C05,SA,0,0,0,,,0
L20260108_167649,U10167649,2026-01-08,google,GO_C05,SA,1,1,1,P20260122_611675,2026-01-22,49315
L20251015_011960,U10011960,2025-10-15,google,GO_C01,DA,0,0,0,,,0
L20260102_240059,U10240059,2026-01-02,meta,ME_C01,DA,1,0,0,,,0
L20260124_098100,U10098100,2026-01-24,google,GO_C03,DA,0,0,0,,,0
L20251112_200698,U10200698,2025-11-12,kakao,KA_C02,DA,1,1,0,,,0
L20260115_385607,U10385607,2026-01-15,naver,NA_C05,DA,0,0,0,,,0
L20260127_247089,U10247089,2026-01-27,meta,ME_C01,SA,1,1,1,P20260131_318248,2026-01-31,55235
L20250824_387766,U10387766,2025-08-24,naver,NA_C05,SA,1,1,1,P20250911_381541,2025-09-11,44698
L20250809_131898,U10131898,2025-08-09,google,GO_C04,SA,1,1,1,P20250822_161405,2025-08-22,56692
L20250918_103363,U10103363,2025-09-18,google,GO_C03,SA,0,0,0,,,0
L20251223_139963,U10139963,2025-12-23,google,GO_C04,SA,0,0,0,,,0
L20260103_186811,U10186811,2026-01-03,google,GO_C06,SA,1,1,1,P20260108_656926,2026-01-08,47439
L20251118_069937,U10069937,2025-11-18,google,GO_C02,SA,0,0,0,,,0
L20250822_441095,U10441095,2025-08-22,toss,TO_C05,DA,0,0,0,,,0
L20251118_219851,U10219851,2025-11-18,kakao,KA_C05,DA,0,0,0,,,0
L20251230_323711,U10323711,2025-12-30,naver,NA_C02,DA,0,0,0,,,0
L20251006_356617,U10356617,2025-10-06,naver,NA_C04,DA,1,1,0,,,0
L20251014_293036,U10293036,2025-10-14,naver,NA_C01,DA,1,1,0,,,0
L20251118_392254,U10392254,2025-11-18,naver,NA_C05,SA,0,0,0,,,0
L20250811_387007,U10387007,2025-08-11,naver,NA_C05,SA,1,1,1,P20250822_777178,2025-08-22,34703
L20251113_041703,U10041703,2025-11-13,google,GO_C01,SA,1,0,0,,,0
L20250821_031685,U10031685,2025-08-21,google,GO_C01,SA,0,0,0,,,0
L20250925_355913,U10355913,2025-09-25,naver,NA_C04,DA,1,0,0,,,0
L20250915_007182,U10007182,2025-09-15,google,GO_C01,DA,0,0,0,,,0
L20251016_173526,U10173526,2025-10-16,google,GO_C06,DA,0,0,0,,,0
L20250818_241714,U10241714,2025-08-18,meta,ME_C01,SA,1,1,0,,,0
L20250928_172391,U10172391,2025-09-28,google,GO_C06,DA,1,0,0,,,0
L20250917_388877,U10388877,2025-09-17,naver,NA_C05,SA,1,0,0,,,0
L20250911_171392,U10171392,2025-09-11,google,GO_C06,DA,0,0,0,,,0
L20251108_150373,U10150373,2025-11-08,google,GO_C05,DA,1,0,0,,,0
L20251214_383288,U10383288,2025-12-14,naver,NA_C05,DA,0,0,0,,,0
L20251109_191131,U10191131,2025-11-09,kakao,KA_C01,DA,1,0,0,,,0
L20251102_124320,U10124320,2025-11-02,google,GO_C04,DA,1,0,0,,,0
L20251022_276388,U10276388,2025-10-22,meta,ME_C05,SA,1,1,1,P20251102_199624,2025-11-02,48193
L20260105_413293,U10413293,2026-01-05,naver,NA_C06,SA,0,0,0,,,0
L20260103_452620,U10452620,2026-01-03,toss,TO_C06,DA,1,1,1,P20260115_977844,2026-01-15,59307
L20250909_053885,U10053885,2025-09-09,google,GO_C02,DA,1,1,1,P20250910_185321,2025-09-10,50198
L20260125_396011,U10396011,2026-01-25,naver,NA_C05,SA,0,0,0,,,0
L20251113_443064,U10443064,2025-11-13,toss,TO_C05,DA,0,0,0,,,0
L20260113_221571,U10221571,2026-01-13,kakao,KA_C05,DA,0,0,0,,,0
L20250804_117195,U10117195,2025-08-04,google,GO_C04,DA,0,0,0,,,0
L20251030_228324,U10228324,2025-10-30,kakao,KA_C06,DA,0,0,0,,,0
L20251009_037507,U10037507,2025-10-09,google,GO_C01,SA,1,1,0,,,0
L20251125_164698,U10164698,2025-11-25,google,GO_C05,SA,0,0,0,,,0
L20251029_203436,U10203436,2025-10-29,kakao,KA_C02,SA,0,0,0,,,0
L20251219_288047,U10288047,2025-12-19,meta,ME_C06,SA,0,0,0,,,0
L20251115_424500,U10424500,2025-11-15,toss,TO_C02,DA,1,1,0,,,0
L20251008_122268,U10122268,2025-10-08,google,GO_C04,DA,0,0,0,,,0
L20251119_088527,U10088527,2025-11-19,google,GO_C03,DA,0,0,0,,,0
L20260125_168764,U10168764,2026-01-25,google,GO_C05,SA,0,0,0,,,0
L20250909_388542,U10388542,2025-09-09,naver,NA_C05,SA,0,0,0,,,0
L20251118_272958,U10272958,2025-11-18,meta,ME_C05,DA,0,0,0,,,0
L20260106_193157,U10193157,2026-01-06,kakao,KA_C01,DA,1,1,1,P20260116_291114,2026-01-16,54854
L20260105_288514,U10288514,2026-01-05,meta,ME_C06,SA,1,1,0,,,0
L20251015_446374,U10446374,2025-10-15,toss,TO_C05,SA,1,1,1,P20251101_509405,2025-11-01,47344
L20251120_059016,U10059016,2025-11-20,google,GO_C02,DA,0,0,0,,,0
L20250801_221985,U10221985,2025-08-01,kakao,KA_C05,SA,1,1,1,P20250825_400776,2025-08-25,48173
L20250911_271348,U10271348,2025-09-11,meta,ME_C05,DA,0,0,0,,,0
L20251211_282789,U10282789,2025-12-11,meta,ME_C06,DA,0,0,0,,,0
L20251003_257483,U10257483,2025-10-03,meta,ME_C03,SA,0,0,0,,,0
L20251026_183679,U10183679,2025-10-26,google,GO_C06,SA,0,0,0,,,0
L20250928_260952,U10260952,2025-09-28,meta,ME_C04,DA,0,0,0,,,0
L20251203_320362,U10320362,2025-12-03,naver,NA_C02,DA,0,0,0,,,0
L20250809_352802,U10352802,2025-08-09,naver,NA_C04,DA,1,0,0,,,0
L20251016_038288,U10038288,2025-10-16,google,GO_C01,SA,0,0,0,,,0
L20251202_191877,U10191877,2025-12-02,kakao,KA_C01,DA,1,0,0,,,0
L20251025_123648,U10123648,2025-10-25,google,GO_C04,DA,1,1,0,,,0
L20251011_067832,U10067832,2025-10-11,google,GO_C02,SA,0,0,0,,,0
L20251002_214853,U10214853,2025-10-02,kakao,KA_C04,SA,1,0,0,,,0
L20250930_236172,U10236172,2025-09-30,meta,ME_C01,DA,1,0,0,,,0
L20251101_014798,U10014798,2025-11-01,google,GO_C01,DA,1,1,1,P20251118_600975,2025-11-18,54281
L20251206_165386,U10165386,2025-12-06,google,GO_C05,SA,0,0,0,,,0
L20260121_429538,U10429538,2026-01-21,toss,TO_C02,SA,1,1,1,P20260206_721341,2026-02-06,54740
L20250806_074551,U10074551,2025-08-06,google,GO_C03,DA,0,0,0,,,0
L20250908_133678,U10133678,2025-09-08,google,GO_C04,SA,1,0,0,,,0
L20251123_360006,U10360006,2025-11-23,naver,NA_C04,DA,0,0,0,,,0
L20251114_041792,U10041792,2025-11-14,google,GO_C01,SA,0,0,0,,,0
L20250814_307622,U10307622,2025-08-14,naver,NA_C02,DA,0,0,0,,,0
L20251031_380163,U10380163,2025-10-31,naver,NA_C05,DA,0,0,0,,,0
L20251018_084105,U10084105,2025-10-18,google,GO_C03,DA,1,0,0,,,0
L20250820_407132,U10407132,2025-08-20,naver,NA_C06,SA,0,0,0,,,0
L20251117_088308,U10088308,2025-11-17,google,GO_C03,DA,0,0,0,,,0
L20251117_350802,U10350802,2025-11-17,naver,NA_C03,SA,0,0,0,,,0
L20251206_338376,U10338376,2025-12-06,naver,NA_C02,SA,1,0,0,,,0
L20251008_082743,U10082743,2025-10-08,google,GO_C03,DA,0,0,0,,,0
L20250831_188823,U10188823,2025-08-31,kakao,KA_C01,DA,0,0,0,,,0
L20251017_315003,U10315003,2025-10-17,naver,NA_C02,DA,1,1,1,P20251022_296348,2025-10-22,54293
L20251027_316189,U10316189,2025-10-27,naver,NA_C02,DA,0,0,0,,,0
L20250828_309153,U10309153,2025-08-28,naver,NA_C02,DA,0,0,0,,,0
L20251016_267377,U10267377,2025-10-16,meta,ME_C04,SA,1,0,0,,,0
L20251026_107335,U10107335,2025-10-26,google,GO_C03,SA,1,1,1,P20251102_726588,2025-11-02,51362
L20251005_261201,U10261201,2025-10-05,meta,ME_C04,DA,1,0,0,,,0
L20251003_415839,U10415839,2025-10-03,toss,TO_C01,DA,1,1,0,,,0
L20260116_258821,U10258821,2026-01-16,meta,ME_C03,SA,1,1,1,P20260118_982237,2026-01-18,42666
L20251118_294880,U10294880,2025-11-18,naver,NA_C01,DA,0,0,0,,,0
L20251119_088620,U10088620,2025-11-19,google,GO_C03,DA,1,0,0,,,0
L20250916_376967,U10376967,2025-09-16,naver,NA_C05,DA,1,0,0,,,0
L20251217_153793,U10153793,2025-12-17,google,GO_C05,DA,0,0,0,,,0
L20250810_001304,U10001304,2025-08-10,google,GO_C01,DA,1,0,0,,,0
L20260108_167656,U10167656,2026-01-08,google,GO_C05,SA,0,0,0,,,0
L20251015_357330,U10357330,2025-10-15,naver,NA_C04,DA,0,0,0,,,0
L20251128_164903,U10164903,2025-11-28,google,GO_C05,SA,0,0,0,,,0
L20251217_322225,U10322225,2025-12-17,naver,NA_C02,DA,1,0,0,,,0
L20251001_067243,U10067243,2025-10-01,google,GO_C02,SA,0,0,0,,,0
L20250805_051362,U10051362,2025-08-05,google,GO_C02,DA,1,1,1,P20250825_768716,2025-08-25,50784
L20260124_373775,U10373775,2026-01-24,naver,NA_C04,SA,0,0,0,,,0
L20260110_049066,U10049066,2026-01-10,google,GO_C01,SA,1,0,0,,,0
L20250914_054183,U10054183,2025-09-14,google,GO_C02,DA,1,0,0,,,0
L20250811_075166,U10075166,2025-08-11,google,GO_C03,DA,0,0,0,,,0
L20251228_024214,U10024214,2025-12-28,google,GO_C01,DA,0,0,0,,,0
L20260113_178999,U10178999,2026-01-13,google,GO_C06,DA,0,0,0,,,0
L20251024_334572,U10334572,2025-10-24,naver,NA_C02,SA,1,0,0,,,0
L20251127_337503,U10337503,2025-11-27,naver,NA_C02,SA,1,1,0,,,0
L20250824_100899,U10100899,2025-08-24,google,GO_C03,SA,0,0,0,,,0
L20251220_371859,U10371859,2025-12-20,naver,NA_C04,SA,0,0,0,,,0
L20251128_176054,U10176054,2025-11-28,google,GO_C06,DA,0,0,0,,,0
L20250819_002908,U10002908,2025-08-19,google,GO_C01,DA,0,0,0,,,0
L20251211_245472,U10245472,2025-12-11,meta,ME_C01,SA,1,0,0,,,0
L20251011_450321,U10450321,2025-10-11,toss,TO_C06,DA,1,0,0,,,0
L20250806_029916,U10029916,2025-08-06,google,GO_C01,SA,0,0,0,,,0
L20251126_043255,U10043255,2025-11-26,google,GO_C01,SA,1,0,0,,,0
L20250901_290726,U10290726,2025-09-01,naver,NA_C01,DA,0,0,0,,,0
L20251214_403616,U10403616,2025-12-14,naver,NA_C06,DA,0,0,0,,,0
L20260122_448339,U10448339,2026-01-22,toss,TO_C05,SA,1,1,1,P20260123_829034,2026-01-23,56114
L20250921_211327,U10211327,2025-09-21,kakao,KA_C04,DA,0,0,0,,,0
L20260111_026563,U10026563,2026-01-11,google,GO_C01,DA,0,0,0,,,0
L20251207_420972,U10420972,2025-12-07,toss,TO_C01,SA,1,1,1,P20260103_711916,2026-01-03,53905
L20251211_071299,U10071299,2025-12-11,google,GO_C02,SA,1,0,0,,,0
L20250925_218285,U10218285,2025-09-25,kakao,KA_C05,DA,1,0,0,,,0
L20250921_311823,U10311823,2025-09-21,naver,NA_C02,DA,0,0,0,,,0
L20251223_177689,U10177689,2025-12-23,google,GO_C06,DA,0,0,0,,,0
L20251210_451932,U10451932,2025-12-10,toss,TO_C06,DA,0,0,0,,,0
L20260127_247084,U10247084,2026-01-27,meta,ME_C01,SA,0,0,0,,,0
L20260120_050278,U10050278,2026-01-20,google,GO_C01,SA,0,0,0,,,0
L20260120_050294,U10050294,2026-01-20,google,GO_C01,SA,0,0,0,,,0
L20250829_170614,U10170614,2025-08-29,google,GO_C06,DA,1,1,1,P20250913_547369,2025-09-13,56489
L20251006_161518,U10161518,2025-10-06,google,GO_C05,SA,0,0,0,,,0
L20250902_247774,U10247774,2025-09-02,meta,ME_C02,DA,0,0,0,,,0
L20251215_201351,U10201351,2025-12-15,kakao,KA_C02,DA,0,0,0,,,0
L20251021_390739,U10390739,2025-10-21,naver,NA_C05,SA,1,1,1,P20251026_815635,2025-10-26,49075
L20250811_387009,U10387009,2025-08-11,naver,NA_C05,SA,0,0,0,,,0
L20260105_256333,U10256333,2026-01-05,meta,ME_C03,DA,1,0,0,,,0
L20251016_195973,U10195973,2025-10-16,kakao,KA_C01,SA,0,0,0,,,0
L20250904_309976,U10309976,2025-09-04,naver,NA_C02,DA,1,1,1,P20251002_711592,2025-10-02,49897
L20251227_225474,U10225474,2025-12-27,kakao,KA_C05,SA,0,0,0,,,0
L20250810_307035,U10307035,2025-08-10,naver,NA_C02,DA,0,0,0,,,0
L20251121_319014,U10319014,2025-11-21,naver,NA_C02,DA,0,0,0,,,0
L20250904_376248,U10376248,2025-09-04,naver,NA_C05,DA,0,0,0,,,0
L20251112_224388,U10224388,2025-11-12,kakao,KA_C05,SA,0,0,0,,,0
L20251012_267235,U10267235,2025-10-12,meta,ME_C04,SA,1,0,0,,,0
L20251120_262779,U10262779,2025-11-20,meta,ME_C04,DA,1,0,0,,,0
L20251001_378083,U10378083,2025-10-01,naver,NA_C05,DA,0,0,0,,,0
L20251121_424678,U10424678,2025-11-21,toss,TO_C02,DA,0,0,0,,,0
L20251231_047859,U10047859,2025-12-31,google,GO_C01,SA,0,0,0,,,0
L20251227_047366,U10047366,2025-12-27,google,GO_C01,SA,1,1,1,P20260120_660117,2026-01-20,49459
L20251007_010533,U10010533,2025-10-07,google,GO_C01,DA,0,0,0,,,0
L20251007_243386,U10243386,2025-10-07,meta,ME_C01,SA,0,0,0,,,0
L20250806_233960,U10233960,2025-08-06,meta,ME_C01,DA,1,1,1,P20250904_863394,2025-09-04,56350
L20251115_191302,U10191302,2025-11-15,kakao,KA_C01,DA,0,0,0,,,0
L20251030_439401,U10439401,2025-10-30,toss,TO_C04,SA,0,0,0,,,0
L20250917_449666,U10449666,2025-09-17,toss,TO_C06,DA,0,0,0,,,0
L20250808_099284,U10099284,2025-08-08,google,GO_C03,SA,1,0,0,,,0
L20251027_085446,U10085446,2025-10-27,google,GO_C03,DA,0,0,0,,,0
L20251016_267387,U10267387,2025-10-16,meta,ME_C04,SA,1,0,0,,,0
L20260127_157508,U10157508,2026-01-27,google,GO_C05,DA,0,0,0,,,0
L20250924_312200,U10312200,2025-09-24,naver,NA_C02,DA,0,0,0,,,0
L20251031_380173,U10380173,2025-10-31,naver,NA_C05,DA,0,0,0,,,0
L20250930_067191,U10067191,2025-09-30,google,GO_C02,SA,0,0,0,,,0
L20250808_364897,U10364897,2025-08-08,naver,NA_C04,SA,1,1,1,P20250826_167486,2025-08-26,53142
L20251115_224470,U10224470,2025-11-15,kakao,KA_C05,SA,0,0,0,,,0
L20250921_035322,U10035322,2025-09-21,google,GO_C01,SA,0,0,0,,,0
L20251229_154903,U10154903,2025-12-29,google,GO_C05,DA,0,0,0,,,0
L20260115_156428,U10156428,2026-01-15,google,GO_C05,DA,1,1,1,P20260205_626096,2026-02-05,54890
L20250815_158441,U10158441,2025-08-15,google,GO_C05,SA,0,0,0,,,0
L20251020_379384,U10379384,2025-10-20,naver,NA_C05,DA,0,0,0,,,0
L20251223_394182,U10394182,2025-12-23,naver,NA_C05,SA,1,0,0,,,0
L20251120_059000,U10059000,2025-11-20,google,GO_C02,DA,1,1,1,P20251212_297048,2025-12-12,48166
L20260116_049810,U10049810,2026-01-16,google,GO_C01,SA,1,1,1,P20260130_144556,2026-01-30,51538
L20260105_264447,U10264447,2026-01-05,meta,ME_C04,DA,0,0,0,,,0
L20251015_267325,U10267325,2025-10-15,meta,ME_C04,SA,0,0,0,,,0
L20250802_373996,U10373996,2025-08-02,naver,NA_C05,DA,0,0,0,,,0
L20260125_028889,U10028889,2026-01-25,google,GO_C01,DA,1,1,1,P20260202_836816,2026-02-02,48934
L20250922_285717,U10285717,2025-09-22,meta,ME_C06,SA,0,0,0,,,0
L20250829_217529,U10217529,2025-08-29,kakao,KA_C05,DA,1,0,0,,,0
L20251027_068699,U10068699,2025-10-27,google,GO_C02,SA,0,0,0,,,0
L20251219_322369,U10322369,2025-12-19,naver,NA_C02,DA,0,0,0,,,0
L20251103_040618,U10040618,2025-11-03,google,GO_C01,SA,0,0,0,,,0
L20251022_173865,U10173865,2025-10-22,google,GO_C06,DA,0,0,0,,,0
L20250812_051859,U10051859,2025-08-12,google,GO_C02,DA,1,0,0,,,0
L20250805_169178,U10169178,2025-08-05,google,GO_C06,DA,1,0,0,,,0
L20250929_312666,U10312666,2025-09-29,naver,NA_C02,DA,0,0,0,,,0
L20251207_338426,U10338426,2025-12-07,naver,NA_C02,SA,0,0,0,,,0
L20251216_185864,U10185864,2025-12-16,google,GO_C06,SA,1,0,0,,,0
L20250823_397410,U10397410,2025-08-23,naver,NA_C06,DA,0,0,0,,,0
L20251002_036631,U10036631,2025-10-02,google,GO_C01,SA,1,1,1,P20251024_769820,2025-10-24,46170
L20250901_214353,U10214353,2025-09-01,kakao,KA_C04,SA,0,0,0,,,0
L20251025_400848,U10400848,2025-10-25,naver,NA_C06,DA,0,0,0,,,0
L20251102_442814,U10442814,2025-11-02,toss,TO_C05,DA,0,0,0,,,0
L20250814_241594,U10241594,2025-08-14,meta,ME_C01,SA,1,1,1,P20250824_526781,2025-08-24,44675
L20260120_395746,U10395746,2026-01-20,naver,NA_C05,SA,0,0,0,,,0
L20250923_254761,U10254761,2025-09-23,meta,ME_C03,DA,0,0,0,,,0
L20250904_005585,U10005585,2025-09-04,google,GO_C01,DA,0,0,0,,,0
L20251124_431700,U10431700,2025-11-24,toss,TO_C03,DA,0,0,0,,,0
L20260110_324920,U10324920,2026-01-10,naver,NA_C02,DA,1,0,0,,,0
L20251017_012305,U10012305,2025-10-17,google,GO_C01,DA,1,1,1,P20251020_906892,2025-10-20,48701
L20251021_390705,U10390705,2025-10-21,naver,NA_C05,SA,1,1,1,P20251030_573622,2025-10-30,48940
L20251208_044745,U10044745,2025-12-08,google,GO_C01,SA,1,0,0,,,0
L20251216_045761,U10045761,2025-12-16,google,GO_C01,SA,1,1,1,P20251227_245887,2025-12-27,45756
L20250922_160702,U10160702,2025-09-22,google,GO_C05,SA,0,0,0,,,0
L20250913_251544,U10251544,2025-09-13,meta,ME_C02,SA,1,1,1,P20250913_790092,2025-09-13,43340
L20251023_455072,U10455072,2025-10-23,toss,TO_C06,SA,1,1,0,,,0
L20251229_094455,U10094455,2025-12-29,google,GO_C03,DA,0,0,0,,,0
L20251102_401269,U10401269,2025-11-02,naver,NA_C06,DA,1,0,0,,,0
L20251030_424108,U10424108,2025-10-30,toss,TO_C02,DA,1,0,0,,,0
L20250921_121016,U10121016,2025-09-21,google,GO_C04,DA,0,0,0,,,0
L20251116_164105,U10164105,2025-11-16,google,GO_C05,SA,1,1,1,P20251122_149133,2025-11-22,52386
L20260121_168523,U10168523,2026-01-21,google,GO_C05,SA,0,0,0,,,0
L20250918_134203,U10134203,2025-09-18,google,GO_C04,SA,1,1,1,P20251003_995197,2025-10-03,45174
L20251019_427715,U10427715,2025-10-19,toss,TO_C02,SA,1,1,1,P20251116_730241,2025-11-16,52363
L20251225_394287,U10394287,2025-12-25,naver,NA_C05,SA,0,0,0,,,0
L20250904_102007,U10102007,2025-09-04,google,GO_C03,SA,0,0,0,,,0
L20251116_420527,U10420527,2025-11-16,toss,TO_C01,SA,1,0,0,,,0
L20251124_175836,U10175836,2025-11-24,google,GO_C06,DA,0,0,0,,,0
L20260113_413709,U10413709,2026-01-13,naver,NA_C06,SA,1,1,0,,,0
L20251103_206374,U10206374,2025-11-03,kakao,KA_C03,DA,1,1,0,,,0
L20251021_173804,U10173804,2025-10-21,google,GO_C06,DA,0,0,0,,,0
L20250815_374853,U10374853,2025-08-15,naver,NA_C05,DA,0,0,0,,,0
L20250829_188748,U10188748,2025-08-29,kakao,KA_C01,DA,1,0,0,,,0
L20251106_215437,U10215437,2025-11-06,kakao,KA_C04,SA,0,0,0,,,0
L20250903_330027,U10330027,2025-09-03,naver,NA_C02,SA,0,0,0,,,0
L20251118_381439,U10381439,2025-11-18,naver,NA_C05,DA,1,1,0,,,0
L20251202_165131,U10165131,2025-12-02,google,GO_C05,SA,0,0,0,,,0
L20251105_150087,U10150087,2025-11-05,google,GO_C05,DA,1,1,1,P20251114_585448,2025-11-14,58743
L20250916_034761,U10034761,2025-09-16,google,GO_C01,SA,0,0,0,,,0
L20260104_216331,U10216331,2026-01-04,kakao,KA_C04,SA,1,1,1,P20260202_774187,2026-02-02,49647
L20251104_317121,U10317121,2025-11-04,naver,NA_C02,DA,0,0,0,,,0
L20250824_032071,U10032071,2025-08-24,google,GO_C01,SA,1,0,0,,,0
L20251119_402247,U10402247,2025-11-19,naver,NA_C06,DA,0,0,0,,,0
L20251216_383458,U10383458,2025-12-16,naver,NA_C05,DA,0,0,0,,,0
L20251228_233168,U10233168,2025-12-28,kakao,KA_C06,SA,0,0,0,,,0
L20260122_028376,U10028376,2026-01-22,google,GO_C01,DA,1,0,0,,,0
L20250910_291175,U10291175,2025-09-10,naver,NA_C01,DA,1,0,0,,,0
L20260119_385836,U10385836,2026-01-19,naver,NA_C05,DA,1,1,1,P20260210_301596,2026-02-10,50502
L20251016_243708,U10243708,2025-10-16,meta,ME_C01,SA,0,0,0,,,0
L20251222_046664,U10046664,2025-12-22,google,GO_C01,SA,0,0,0,,,0
L20250911_006559,U10006559,2025-09-11,google,GO_C01,DA,1,1,0,,,0
