date,channel,campaign_id,message_type,spend,leads,tm_attempts,tm_connected,contracts,premium
2025-10-24,meta,M2,Long,15.8,6,7,2,0,0.0
2025-10-25,meta,M1,Short,5.35,2,4,1,0,0.0
2025-10-25,meta,M1,Long,4.85,2,1,1,1,1084.47
2025-10-25,meta,M2,Short,5.19,3,2,0,0,0.0
2025-10-25,meta,M2,Long,10.56,7,2,1,0,0.0
2025-10-26,meta,M1,Short,4.67,4,3,0,0,0.0
2025-10-26,meta,M1,Long,4.44,3,3,1,0,0.0
2025-10-26,meta,M2,Short,7.83,8,4,2,1,1441.07
2025-10-26,meta,M2,Long,2.06,1,2,0,0,0.0
2025-10-27,meta,M1,Short,12.77,1,4,1,1,1630.01
2025-10-27,meta,M1,Long,4.64,1,0,0,0,0.0
2025-10-27,meta,M2,Short,5.04,3,1,0,0,0.0
2025-10-27,meta,M2,Long,5.92,3,0,0,0,0.0
2025-10-28,meta,M1,Short,7.54,1,3,0,0,0.0
2025-10-28,meta,M1,Long,8.36,4,2,0,0,0.0
2025-10-28,meta,M2,Short,9.83,5,6,1,0,0.0
2025-10-28,meta,M2,Long,6.29,2,0,0,0,0.0
2025-10-29,meta,M1,Short,11.84,3,0,0,0,0.0
2025-10-29,meta,M1,Long,4.79,1,2,0,0,0.0
2025-10-29,meta,M2,Short,7.3,1,1,0,0,0.0
2025-10-29,meta,M2,Long,2.19,0,0,0,0,0.0
2025-10-30,meta,M1,Short,13.47,6,6,2,0,0.0
2025-10-30,meta,M1,Long,0.28,0,0,0,0,0.0
2025-10-30,meta,M2,Short,14.29,7,8,4,0,0.0
2025-10-30,meta,M2,Long,3.11,3,1,0,0,0.0
2025-10-31,meta,M1,Short,3.32,1,0,0,0,0.0
2025-10-31,meta,M1,Long,11.07,3,5,0,0,0.0
2025-10-31,meta,M2,Short,1.91,0,0,0,0,0.0
2025-10-31,meta,M2,Long,12.29,6,3,2,0,0.0
2025-11-01,meta,M1,Short,4.22,3,0,0,0,0.0
2025-11-01,meta,M1,Long,11.26,4,4,0,0,0.0
2025-11-01,meta,M2,Short,4.99,1,1,0,0,0.0
2025-11-01,meta,M2,Long,7.03,1,1,1,0,0.0
2025-11-02,meta,M1,Short,4.8,4,0,0,0,0.0
2025-11-02,meta,M1,Long,4.43,0,7,1,0,0.0
2025-11-02,meta,M2,Short,4.38,5,1,1,0,0.0
2025-11-02,meta,M2,Long,10.96,6,1,1,0,0.0
2025-11-03,meta,M1,Short,2.25,0,1,0,0,0.0
2025-11-03,meta,M1,Long,4.71,2,1,1,0,0.0
2025-11-03,meta,M2,Short,15.86,5,4,1,0,0.0
2025-11-03,meta,M2,Long,5.0,2,2,0,0,0.0
2025-11-04,meta,M1,Short,9.54,3,2,2,2,2082.67
2025-11-04,meta,M1,Long,13.8,11,8,1,0,0.0
2025-11-04,meta,M2,Short,4.58,4,7,0,0,0.0
2025-11-04,meta,M2,Long,0.99,2,1,1,0,0.0
2025-11-05,meta,M1,Short,2.09,2,1,1,0,0.0
2025-11-05,meta,M1,Long,11.62,8,3,1,0,0.0
2025-11-05,meta,M2,Short,6.26,1,4,0,0,0.0
2025-11-05,meta,M2,Long,11.93,3,4,3,0,0.0
2025-11-06,meta,M1,Short,6.24,6,8,1,0,0.0
2025-11-06,meta,M1,Long,1.63,0,1,0,0,0.0
2025-11-06,meta,M2,Short,17.96,7,6,2,1,880.8
2025-11-06,meta,M2,Long,4.63,0,0,0,0,0.0
2025-11-07,meta,M1,Short,11.99,2,8,3,1,1257.42
2025-11-07,meta,M1,Long,1.14,1,1,0,0,0.0
2025-11-07,meta,M2,Short,3.46,3,1,0,0,0.0
2025-11-07,meta,M2,Long,13.18,6,2,1,0,0.0
2025-11-08,meta,M1,Short,6.65,6,3,2,0,0.0
2025-11-08,meta,M1,Long,4.89,2,3,1,0,0.0
2025-11-08,meta,M2,Short,10.68,7,5,2,1,244.15
2025-11-08,meta,M2,Long,2.49,2,2,0,0,0.0
2025-11-09,meta,M1,Short,0.96,1,0,0,0,0.0
2025-11-09,meta,M1,Long,1.5,2,3,0,0,0.0
2025-11-09,meta,M2,Short,13.24,6,3,3,0,0.0
2025-11-09,meta,M2,Long,4.64,4,4,1,0,0.0
2025-11-10,meta,M1,Short,2.42,0,1,1,0,0.0
2025-11-10,meta,M1,Long,8.8,7,5,2,0,0.0
2025-11-10,meta,M2,Short,3.71,2,4,1,0,0.0
2025-11-10,meta,M2,Long,12.27,7,4,1,0,0.0
2025-11-11,meta,M1,Short,2.03,0,0,0,0,0.0
2025-11-11,meta,M1,Long,13.69,4,3,2,1,1319.06
2025-11-11,meta,M2,Short,7.26,2,1,1,1,1319.06
2025-11-11,meta,M2,Long,4.09,1,0,0,0,0.0
2025-11-12,meta,M1,Short,9.97,1,4,1,0,0.0
2025-11-12,meta,M1,Long,7.02,3,1,1,0,0.0
2025-11-12,meta,M2,Short,8.77,0,1,1,0,0.0
2025-11-12,meta,M2,Long,5.82,2,1,1,0,0.0
2025-11-13,meta,M1,Short,6.65,2,1,0,0,0.0
2025-11-13,meta,M1,Long,12.93,1,2,2,1,221.45
2025-11-13,meta,M2,Short,4.97,1,1,0,0,0.0
2025-11-13,meta,M2,Long,10.32,2,2,0,0,0.0
2025-11-14,meta,M1,Short,3.99,2,3,1,0,0.0
2025-11-14,meta,M1,Long,5.32,6,2,1,0,0.0
2025-11-14,meta,M2,Short,8.81,3,2,1,0,0.0
2025-11-14,meta,M2,Long,15.35,7,8,1,0,0.0
2025-11-15,meta,M1,Short,4.84,1,3,3,0,0.0
2025-11-15,meta,M1,Long,3.79,2,3,0,0,0.0
2025-11-15,meta,M2,Short,8.57,7,5,1,0,0.0
2025-11-15,meta,M2,Long,12.13,7,4,2,0,0.0
2025-11-16,meta,M1,Short,15.56,11,13,4,1,842.54
2025-11-16,meta,M1,Long,2.03,2,1,1,0,0.0
2025-11-16,meta,M2,Short,1.82,3,2,0,0,0.0
2025-11-16,meta,M2,Long,2.12,2,2,0,0,0.0
2025-11-17,meta,M1,Short,7.41,3,1,1,0,0.0
2025-11-17,meta,M1,Long,1.87,1,2,1,0,0.0
2025-11-17,meta,M2,Short,12.32,4,4,0,0,0.0
2025-11-17,meta,M2,Long,5.06,4,3,1,1,1196.14
2025-11-18,meta,M1,Short,9.01,7,4,0,0,0.0
2025-11-18,meta,M1,Long,6.86,0,2,1,0,0.0
2025-11-18,meta,M2,Short,1.63,0,0,0,0,0.0
2025-11-18,meta,M2,Long,8.28,4,3,2,0,0.0
2025-11-19,meta,M1,Short,3.68,3,2,0,0,0.0
2025-11-19,meta,M1,Long,7.24,0,2,1,0,0.0
2025-11-19,meta,M2,Short,15.79,6,3,1,0,0.0
2025-11-19,meta,M2,Long,9.42,2,5,0,0,0.0
2025-11-20,meta,M1,Short,2.3,1,0,0,0,0.0
2025-11-20,meta,M1,Long,6.66,3,3,1,0,0.0
2025-11-20,meta,M2,Short,9.46,4,6,0,0,0.0
2025-11-20,meta,M2,Long,17.44,9,7,4,0,0.0
2025-11-21,meta,M1,Short,13.98,3,3,2,0,0.0
2025-11-21,meta,M1,Long,9.84,5,1,1,0,0.0
2025-11-21,meta,M2,Short,4.1,0,1,0,0,0.0
2025-11-21,meta,M2,Long,4.09,1,2,0,0,0.0
2025-11-22,meta,M1,Short,5.85,5,2,1,0,0.0
2025-11-22,meta,M1,Long,4.17,2,3,0,0,0.0
2025-11-22,meta,M2,Short,6.7,4,5,2,1,847.88
2025-11-22,meta,M2,Long,9.25,7,4,2,1,847.88
2025-11-23,meta,M1,Short,7.15,1,3,3,1,355.89
2025-11-23,meta,M1,Long,1.94,1,1,0,0,0.0
2025-11-23,meta,M2,Short,5.28,6,1,0,0,0.0
2025-11-23,meta,M2,Long,7.22,2,3,1,0,0.0
2025-11-24,meta,M1,Short,8.69,3,3,1,0,0.0
2025-11-24,meta,M1,Long,9.7,3,2,1,0,0.0
2025-11-24,meta,M2,Short,4.68,1,1,0,0,0.0
2025-11-24,meta,M2,Long,3.72,2,2,0,0,0.0
2025-11-25,meta,M1,Short,12.55,2,1,0,0,0.0
2025-11-25,meta,M1,Long,0.85,0,0,0,0,0.0
2025-11-25,meta,M2,Short,12.57,7,2,0,0,0.0
2025-11-25,meta,M2,Long,1.36,0,1,0,0,0.0
2025-11-26,meta,M1,Short,14.71,2,4,1,0,0.0
2025-11-26,meta,M1,Long,2.51,3,0,0,0,0.0
2025-11-26,meta,M2,Short,8.99,2,1,0,0,0.0
2025-11-26,meta,M2,Long,7.63,6,2,1,0,0.0
2025-11-27,meta,M1,Short,8.97,4,4,2,0,0.0
2025-11-27,meta,M1,Long,12.17,6,1,0,0,0.0
2025-11-27,meta,M2,Short,2.73,2,2,0,0,0.0
2025-11-27,meta,M2,Long,7.76,2,2,1,0,0.0
2025-11-28,meta,M1,Short,4.97,2,0,0,0,0.0
2025-11-28,meta,M1,Long,15.13,6,2,1,1,746.94
2025-11-28,meta,M2,Short,10.15,4,4,2,0,0.0
2025-11-28,meta,M2,Long,6.64,3,4,0,0,0.0
2025-11-29,meta,M1,Short,6.02,5,5,2,0,0.0
2025-11-29,meta,M1,Long,7.65,3,4,1,1,1812.16
2025-11-29,meta,M2,Short,1.08,0,1,0,0,0.0
2025-11-29,meta,M2,Long,9.99,8,2,2,0,0.0
2025-11-30,meta,M1,Short,2.91,1,1,0,0,0.0
2025-11-30,meta,M1,Long,14.33,9,8,2,0,0.0
2025-11-30,meta,M2,Short,4.75,1,1,1,0,0.0
2025-11-30,meta,M2,Long,0.45,1,1,0,0,0.0
2025-12-01,meta,M1,Short,11.79,3,1,0,0,0.0
2025-12-01,meta,M1,Long,8.61,1,2,1,1,2206.56
2025-12-01,meta,M2,Short,5.92,1,0,0,0,0.0
2025-12-01,meta,M2,Long,6.47,1,1,1,0,0.0
2025-12-02,meta,M1,Short,3.0,0,0,0,0,0.0
2025-12-02,meta,M1,Long,17.1,5,6,1,0,0.0
2025-12-02,meta,M2,Short,15.37,6,3,2,0,0.0
2025-12-02,meta,M2,Long,2.13,1,1,1,0,0.0
2025-12-03,meta,M1,Short,7.41,0,1,0,0,0.0
2025-12-03,meta,M1,Long,7.18,3,2,1,1,457.78
2025-12-03,meta,M2,Short,3.35,2,0,0,0,0.0
2025-12-03,meta,M2,Long,14.78,6,3,0,0,0.0
2025-12-04,meta,M1,Short,11.91,5,2,0,0,0.0
2025-12-04,meta,M1,Long,4.12,3,2,0,0,0.0
2025-12-04,meta,M2,Short,5.62,3,5,1,0,0.0
2025-12-04,meta,M2,Long,16.25,3,1,1,0,0.0
2025-12-05,meta,M1,Short,16.99,7,6,1,0,0.0
2025-12-05,meta,M1,Long,4.58,2,2,1,0,0.0
2025-12-05,meta,M2,Short,5.06,2,0,0,0,0.0
2025-12-05,meta,M2,Long,9.48,3,4,2,0,0.0
2025-12-06,meta,M1,Short,7.81,3,4,2,2,2138.7
2025-12-06,meta,M1,Long,8.01,4,3,2,0,0.0
2025-12-06,meta,M2,Short,5.68,6,2,0,0,0.0
2025-12-06,meta,M2,Long,4.98,2,4,3,0,0.0
2025-12-07,meta,M1,Short,3.31,0,1,1,0,0.0
2025-12-07,meta,M1,Long,9.22,4,2,2,1,1333.71
2025-12-07,meta,M2,Short,4.08,1,2,1,0,0.0
2025-12-07,meta,M2,Long,7.07,9,5,0,0,0.0
2025-12-08,meta,M1,Short,9.98,2,1,0,0,0.0
2025-12-08,meta,M1,Long,13.89,4,1,0,0,0.0
2025-12-08,meta,M2,Short,3.33,0,0,0,0,0.0
2025-12-08,meta,M2,Long,2.67,0,3,0,0,0.0
2025-12-09,meta,M1,Short,5.77,1,2,0,0,0.0
2025-12-09,meta,M1,Long,7.86,4,4,1,0,0.0
2025-12-09,meta,M2,Short,13.52,5,4,1,0,0.0
2025-12-09,meta,M2,Long,7.41,2,4,0,0,0.0
2025-12-10,meta,M1,Short,10.34,3,4,1,0,0.0
2025-12-10,meta,M1,Long,6.34,2,2,2,0,0.0
2025-12-10,meta,M2,Short,8.1,4,3,1,0,0.0
2025-12-10,meta,M2,Long,8.29,4,1,0,0,0.0
2025-12-11,meta,M1,Short,2.38,1,1,0,0,0.0
2025-12-11,meta,M1,Long,6.4,6,4,1,0,0.0
2025-12-11,meta,M2,Short,4.6,0,2,1,0,0.0
2025-12-11,meta,M2,Long,22.03,16,10,4,0,0.0
2025-12-12,meta,M1,Short,1.43,0,1,0,0,0.0
2025-12-12,meta,M1,Long,30.03,10,5,3,2,2800.81
2025-12-12,meta,M2,Short,6.32,0,2,1,1,1400.4
2025-12-12,meta,M2,Long,1.43,0,0,0,0,0.0
2025-12-13,meta,M1,Short,2.42,1,0,0,0,0.0
2025-12-13,meta,M1,Long,18.23,6,5,0,0,0.0
2025-12-13,meta,M2,Short,4.04,2,2,2,0,0.0
2025-12-13,meta,M2,Long,1.51,0,0,0,0,0.0
2025-12-14,meta,M1,Short,5.39,1,1,1,0,0.0
2025-12-14,meta,M1,Long,8.25,3,4,0,0,0.0
2025-12-14,meta,M2,Short,5.28,4,2,1,1,1098.27
2025-12-14,meta,M2,Long,5.76,4,2,1,0,0.0
2025-12-15,meta,M1,Short,13.05,5,8,4,0,0.0
2025-12-15,meta,M1,Long,4.91,2,2,1,0,0.0
2025-12-15,meta,M2,Short,0.54,1,0,0,0,0.0
2025-12-15,meta,M2,Long,6.44,7,2,0,0,0.0
2025-12-16,meta,M1,Short,2.35,0,1,1,0,0.0
2025-12-16,meta,M1,Long,10.88,4,1,0,0,0.0
2025-12-16,meta,M2,Short,4.12,2,2,0,0,0.0
2025-12-16,meta,M2,Long,11.43,6,3,1,0,0.0
2025-12-17,meta,M1,Short,8.28,5,3,1,0,0.0
2025-12-17,meta,M1,Long,3.38,1,0,0,0,0.0
2025-12-17,meta,M2,Short,19.59,10,6,2,2,3903.5
2025-12-17,meta,M2,Long,4.85,3,4,0,0,0.0
2025-12-18,meta,M1,Short,11.64,5,4,3,1,4878.92
2025-12-18,meta,M1,Long,8.77,6,3,0,0,0.0
2025-12-18,meta,M2,Short,4.5,2,4,0,0,0.0
2025-12-18,meta,M2,Long,8.43,2,1,1,0,0.0
2025-12-19,meta,M1,Short,3.29,1,2,0,0,0.0
2025-12-19,meta,M1,Long,8.83,2,1,1,0,0.0
2025-12-19,meta,M2,Short,14.39,8,5,3,0,0.0
2025-12-19,meta,M2,Long,10.45,4,4,1,0,0.0
2025-12-20,meta,M1,Short,5.07,3,1,1,0,0.0
2025-12-20,meta,M1,Long,3.48,2,1,0,0,0.0
2025-12-20,meta,M2,Short,13.39,7,5,2,0,0.0
2025-12-20,meta,M2,Long,7.96,6,6,1,1,742.13
2025-12-21,meta,M1,Short,13.78,10,8,6,0,0.0
2025-12-21,meta,M1,Long,7.24,7,4,0,0,0.0
2025-12-21,meta,M2,Short,2.96,2,3,0,0,0.0
2025-12-21,meta,M2,Long,0.65,0,0,0,0,0.0
2025-12-22,meta,M1,Short,3.04,1,1,0,0,0.0
2025-12-22,meta,M1,Long,17.03,7,5,1,0,0.0
2025-12-22,meta,M2,Short,2.09,0,1,1,0,0.0
2025-12-22,meta,M2,Long,5.94,2,1,0,0,0.0
2025-12-23,meta,M1,Short,8.99,2,2,0,0,0.0
2025-12-23,meta,M1,Long,5.08,2,0,0,0,0.0
2025-12-23,meta,M2,Short,13.62,4,7,1,0,0.0
2025-12-23,meta,M2,Long,8.82,2,1,1,0,0.0
2025-12-24,meta,M1,Short,6.74,4,3,0,0,0.0
2025-12-24,meta,M1,Long,12.56,4,4,3,1,1940.58
2025-12-24,meta,M2,Short,13.24,5,4,3,1,1940.58
2025-12-24,meta,M2,Long,0.46,1,0,0,0,0.0
2025-12-25,meta,M1,Short,11.32,4,3,0,0,0.0
2025-12-25,meta,M1,Long,10.78,2,4,2,0,0.0
2025-12-25,meta,M2,Short,8.04,2,1,0,0,0.0
2025-12-25,meta,M2,Long,9.27,2,1,1,0,0.0
2025-12-26,meta,M1,Short,4.86,2,1,1,0,0.0
2025-12-26,meta,M1,Long,11.59,12,7,0,0,0.0
2025-12-26,meta,M2,Short,9.58,2,3,0,0,0.0
2025-12-26,meta,M2,Long,9.88,3,3,3,0,0.0
2025-12-27,meta,M1,Short,3.81,3,3,0,0,0.0
2025-12-27,meta,M1,Long,1.16,0,0,0,0,0.0
2025-12-27,meta,M2,Short,5.29,4,1,1,0,0.0
2025-12-27,meta,M2,Long,15.38,12,12,4,0,0.0
2025-12-28,meta,M1,Short,3.93,2,1,1,0,0.0
2025-12-28,meta,M1,Long,1.14,1,0,0,0,0.0
2025-12-28,meta,M2,Short,7.03,3,2,2,0,0.0
2025-12-28,meta,M2,Long,11.67,5,7,1,1,3701.83
2025-12-29,meta,M1,Short,5.45,0,2,0,0,0.0
2025-12-29,meta,M1,Long,9.01,5,4,1,0,0.0
2025-12-29,meta,M2,Short,9.62,4,3,1,1,1525.76
2025-12-29,meta,M2,Long,4.83,3,2,1,0,0.0
2025-12-30,meta,M1,Short,6.39,3,5,1,0,0.0
2025-12-30,meta,M1,Long,12.99,4,4,3,0,0.0
2025-12-30,meta,M2,Short,11.03,3,2,1,0,0.0
2025-12-30,meta,M2,Long,7.74,4,2,0,0,0.0
2025-12-31,meta,M1,Short,13.77,9,6,4,0,0.0
2025-12-31,meta,M1,Long,4.79,3,2,0,0,0.0
2025-12-31,meta,M2,Short,4.42,3,4,0,0,0.0
2025-12-31,meta,M2,Long,9.33,2,3,1,0,0.0
2026-01-01,meta,M1,Short,2.68,0,0,0,0,0.0
2026-01-01,meta,M1,Long,10.15,3,3,2,1,805.94
2026-01-01,meta,M2,Short,19.52,7,6,1,1,805.94
2026-01-01,meta,M2,Long,2.02,2,0,0,0,0.0
2026-01-02,meta,M1,Short,17.65,5,6,0,0,0.0
2026-01-02,meta,M1,Long,7.63,2,1,1,0,0.0
2026-01-02,meta,M2,Short,3.83,1,0,0,0,0.0
2026-01-02,meta,M2,Long,18.53,5,4,0,0,0.0
2026-01-03,meta,M1,Short,8.8,5,2,2,0,0.0
2026-01-03,meta,M1,Long,12.36,7,9,1,0,0.0
2026-01-03,meta,M2,Short,6.43,3,3,1,0,0.0
2026-01-03,meta,M2,Long,3.55,4,3,1,0,0.0
2026-01-04,meta,M1,Short,3.56,1,0,0,0,0.0
2026-01-04,meta,M1,Long,13.79,3,5,0,0,0.0
2026-01-04,meta,M2,Short,2.11,2,1,0,0,0.0
2026-01-04,meta,M2,Long,4.4,4,1,1,0,0.0
2026-01-05,meta,M1,Short,3.0,0,0,0,0,0.0
2026-01-05,meta,M1,Long,7.62,2,2,0,0,0.0
2026-01-05,meta,M2,Short,6.79,2,1,1,0,0.0
2026-01-05,meta,M2,Long,16.6,6,4,1,1,3768.83
2026-01-06,meta,M1,Short,3.79,0,1,0,0,0.0
2026-01-06,meta,M1,Long,5.41,1,0,0,0,0.0
2026-01-06,meta,M2,Short,17.49,3,3,0,0,0.0
2026-01-06,meta,M2,Long,12.1,2,1,0,0,0.0
2026-01-07,meta,M1,Short,5.37,1,1,0,0,0.0
2026-01-07,meta,M1,Long,12.49,1,3,0,0,0.0
2026-01-07,meta,M2,Short,15.95,4,5,2,0,0.0
2026-01-07,meta,M2,Long,4.65,4,0,0,0,0.0
2026-01-08,meta,M1,Short,3.01,2,1,0,0,0.0
2026-01-08,meta,M1,Long,21.13,7,8,2,0,0.0
2026-01-08,meta,M2,Short,5.99,2,0,0,0,0.0
2026-01-08,meta,M2,Long,8.19,3,1,1,0,0.0
2026-01-09,meta,M1,Short,9.0,9,4,1,0,0.0
2026-01-09,meta,M1,Long,10.9,6,6,3,0,0.0
2026-01-09,meta,M2,Short,4.23,0,1,0,0,0.0
2026-01-09,meta,M2,Long,14.75,6,6,3,0,0.0
2026-01-10,meta,M1,Short,8.57,4,5,0,0,0.0
2026-01-10,meta,M1,Long,15.37,7,7,4,1,2275.79
2026-01-10,meta,M2,Short,5.49,3,0,0,0,0.0
2026-01-10,meta,M2,Long,3.56,2,1,0,0,0.0
2026-01-11,meta,M1,Short,9.28,3,1,1,0,0.0
2026-01-11,meta,M1,Long,3.06,0,0,0,0,0.0
2026-01-11,meta,M2,Short,11.13,8,3,0,0,0.0
2026-01-11,meta,M2,Long,2.98,0,0,0,0,0.0
2026-01-12,meta,M1,Short,2.68,2,1,0,0,0.0
2026-01-12,meta,M1,Long,19.91,11,8,2,0,0.0
2026-01-12,meta,M2,Short,5.74,2,2,2,0,0.0
2026-01-12,meta,M2,Long,3.55,1,1,0,0,0.0
2026-01-13,meta,M1,Short,10.28,7,5,1,0,0.0
2026-01-13,meta,M1,Long,12.34,4,7,0,0,0.0
2026-01-13,meta,M2,Short,10.32,5,3,1,0,0.0
2026-01-13,meta,M2,Long,8.57,6,2,2,0,0.0
2026-01-14,meta,M1,Short,10.61,5,1,1,0,0.0
2026-01-14,meta,M1,Long,2.3,0,1,0,0,0.0
2026-01-14,meta,M2,Short,4.29,1,0,0,0,0.0
2026-01-14,meta,M2,Long,22.59,6,7,1,0,0.0
2026-01-15,meta,M1,Short,10.79,3,3,0,0,0.0
2026-01-15,meta,M1,Long,12.2,3,3,2,0,0.0
2026-01-15,meta,M2,Short,7.12,1,1,1,0,0.0
2026-01-15,meta,M2,Long,7.84,7,7,1,0,0.0
2026-01-16,meta,M1,Short,17.15,10,3,1,1,1928.47
2026-01-16,meta,M1,Long,19.16,4,4,1,0,0.0
2026-01-16,meta,M2,Short,3.94,1,1,0,0,0.0
2026-01-16,meta,M2,Long,4.79,3,4,0,0,0.0
2026-01-17,meta,M1,Short,9.56,9,5,1,1,1000.24
2026-01-17,meta,M1,Long,3.27,0,0,0,0,0.0
2026-01-17,meta,M2,Short,8.8,2,2,2,1,1000.24
2026-01-17,meta,M2,Long,10.88,5,4,0,0,0.0
2026-01-18,meta,M1,Short,4.16,1,1,0,0,0.0
2026-01-18,meta,M1,Long,1.82,2,0,0,0,0.0
2026-01-18,meta,M2,Short,5.21,4,4,0,0,0.0
2026-01-18,meta,M2,Long,12.94,9,3,1,0,0.0
2026-01-19,meta,M1,Short,5.02,1,1,1,0,0.0
2026-01-19,meta,M1,Long,8.93,1,0,0,0,0.0
2026-01-19,meta,M2,Short,13.73,2,3,0,0,0.0
2026-01-19,meta,M2,Long,6.86,4,1,0,0,0.0
2026-01-20,meta,M1,Short,5.97,1,1,1,0,0.0
2026-01-20,meta,M1,Long,2.77,1,1,0,0,0.0
2026-01-20,meta,M2,Short,12.61,2,4,1,0,0.0
2026-01-20,meta,M2,Long,13.05,11,5,1,0,0.0
2026-01-21,meta,M1,Short,7.3,0,1,0,0,0.0
2026-01-21,meta,M1,Long,7.51,3,0,0,0,0.0
2026-01-21,meta,M2,Short,13.85,1,0,0,0,0.0
2026-01-21,meta,M2,Long,10.87,1,2,0,0,0.0
2026-01-22,meta,M1,Short,7.1,3,3,0,0,0.0
2026-01-22,meta,M1,Long,16.61,7,7,1,0,0.0
2026-01-22,meta,M2,Short,6.33,1,1,1,0,0.0
2026-01-22,meta,M2,Long,7.28,3,2,1,0,0.0
2026-01-23,meta,M1,Short,18.4,3,7,1,0,0.0
2026-01-23,meta,M1,Long,1.94,1,0,0,0,0.0
2026-01-23,meta,M2,Short,10.37,4,1,1,0,0.0
2026-01-23,meta,M2,Long,11.41,3,3,0,0,0.0
2026-01-24,meta,M1,Short,1.69,0,1,0,0,0.0
2026-01-24,meta,M1,Long,26.42,17,17,4,1,1253.7
2026-01-24,meta,M2,Short,5.59,6,1,1,1,1253.7
2026-01-24,meta,M2,Long,1.36,0,0,0,0,0.0
2026-01-25,meta,M1,Short,7.66,7,6,2,0,0.0
2026-01-25,meta,M1,Long,7.72,5,4,2,0,0.0
2026-01-25,meta,M2,Short,5.13,3,2,2,0,0.0
2026-01-25,meta,M2,Long,5.12,7,5,1,0,0.0
2026-01-26,meta,M1,Short,10.71,4,6,0,0,0.0
2026-01-26,meta,M1,Long,14.34,8,5,3,0,0.0
2026-01-26,meta,M2,Short,5.27,3,2,2,0,0.0
2026-01-26,meta,M2,Long,1.17,0,1,0,0,0.0
2026-01-27,meta,M1,Short,17.87,5,2,1,0,0.0
2026-01-27,meta,M1,Long,5.18,1,1,1,0,0.0
2026-01-27,meta,M2,Short,11.0,2,6,2,0,0.0
2026-01-27,meta,M2,Long,8.92,4,1,0,0,0.0
2026-01-28,meta,M1,Short,11.54,8,5,1,1,1857.77
2026-01-28,meta,M1,Long,14.33,5,5,1,0,0.0
2026-01-28,meta,M2,Short,14.68,7,4,2,0,0.0
2026-01-28,meta,M2,Long,1.38,0,0,0,0,0.0
2026-01-29,meta,M1,Short,7.82,8,1,0,0,0.0
2026-01-29,meta,M1,Long,7.9,1,2,1,0,0.0
2026-01-29,meta,M2,Short,23.57,7,5,1,0,0.0
2026-01-29,meta,M2,Long,4.09,0,1,0,0,0.0
2026-01-30,meta,M1,Short,19.45,6,3,0,0,0.0
2026-01-30,meta,M1,Long,7.89,5,5,1,0,0.0
2026-01-30,meta,M2,Short,4.75,3,2,0,0,0.0
2026-01-30,meta,M2,Long,10.64,1,1,1,0,0.0
2026-01-31,meta,M1,Short,4.96,2,3,1,0,0.0
2026-01-31,meta,M1,Long,12.99,5,6,1,0,0.0
2026-01-31,meta,M2,Short,8.16,4,2,2,0,0.0
2026-01-31,meta,M2,Long,2.13,2,1,0,0,0.0
2026-02-01,meta,M1,Short,0.17,0,0,0,0,0.0
2026-02-01,meta,M1,Long,5.66,6,5,3,1,912.47
2026-02-01,meta,M2,Short,7.43,9,5,3,0,0.0
2026-02-01,meta,M2,Long,7.09,7,12,3,0,0.0
2026-02-02,meta,M1,Short,2.16,1,0,0,0,0.0
2026-02-02,meta,M1,Long,9.99,2,4,1,0,0.0
2026-02-02,meta,M2,Short,11.59,6,3,2,2,2963.28
2026-02-02,meta,M2,Long,2.46,0,0,0,0,0.0
2026-02-03,meta,M1,Short,16.55,6,4,2,1,3151.83
2026-02-03,meta,M1,Long,6.96,1,1,0,0,0.0
2026-02-03,meta,M2,Short,1.35,0,0,0,0,0.0
2026-02-03,meta,M2,Long,6.75,3,1,1,0,0.0
2026-02-04,meta,M1,Short,12.55,5,3,0,0,0.0
2026-02-04,meta,M1,Long,6.84,2,1,0,0,0.0
2026-02-04,meta,M2,Short,8.97,3,2,1,0,0.0
2026-02-04,meta,M2,Long,0.59,0,0,0,0,0.0
2026-02-05,meta,M1,Short,6.47,0,4,0,0,0.0
2026-02-05,meta,M1,Long,12.54,9,6,3,0,0.0
2026-02-05,meta,M2,Short,4.81,7,3,1,0,0.0
2026-02-05,meta,M2,Long,3.43,3,3,2,0,0.0
2026-02-06,meta,M1,Short,17.12,6,2,1,0,0.0
2026-02-06,meta,M1,Long,8.31,1,1,0,0,0.0
2026-02-06,meta,M2,Short,8.05,1,0,0,0,0.0
2026-02-06,meta,M2,Long,3.02,0,0,0,0,0.0
2026-02-07,meta,M1,Short,1.33,2,1,0,0,0.0
2026-02-07,meta,M1,Long,6.93,1,5,3,2,1160.69
2026-02-07,meta,M2,Short,7.39,6,5,2,1,580.35
2026-02-07,meta,M2,Long,5.22,7,3,0,0,0.0
2026-02-08,meta,M1,Short,4.07,3,1,1,0,0.0
2026-02-08,meta,M1,Long,11.28,2,4,2,0,0.0
2026-02-08,meta,M2,Short,2.39,0,1,0,0,0.0
2026-02-08,meta,M2,Long,4.88,0,0,0,0,0.0
2026-02-09,meta,M1,Short,7.63,4,4,1,1,825.12
2026-02-09,meta,M1,Long,8.18,4,3,0,0,0.0
2026-02-09,meta,M2,Short,6.83,3,5,0,0,0.0
2026-02-09,meta,M2,Long,3.37,3,0,0,0,0.0
2026-02-10,meta,M1,Short,4.03,4,0,0,0,0.0
2026-02-10,meta,M1,Long,5.61,1,2,0,0,0.0
